"","xi","GrantDate","PatentNo","MatchAsgName","comp"
"56",7.34842920303345,"2003-08-19",6607032,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"57",6.45261240005493,"2003-07-22",6597170,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"58",8.43195152282715,"2003-07-29",6598675,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"59",18.7338771820068,"2003-06-17",6580273,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"60",3.42649698257446,"2003-07-01",6585046,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"61",11.8438444137573,"2003-06-24",6581671,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"62",6.45261240005493,"2003-07-22",6595283,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"63",11.7517080307007,"2003-07-08",6588502,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"64",8.43195152282715,"2003-07-29",6598677,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"65",6.45261240005493,"2003-07-22",6594881,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"66",11.7517080307007,"2003-07-08",6591194,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"67",11.9041213989258,"2003-07-15",6591912,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"68",11.7517080307007,"2003-07-08",6588266,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"69",6.31246948242188,"2003-08-05",6603314,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"70",11.6836042404175,"2003-08-26",6609568,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"71",11.6836042404175,"2003-08-26",6609579,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"72",6.45261240005493,"2003-07-22",6596911,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"73",6.31246948242188,"2003-08-05",6601461,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"74",11.9041213989258,"2003-07-15",6592781,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"75",10.9482221603394,"2003-09-23",6625027,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"76",8.43195152282715,"2003-07-29",6600321,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"77",16.2892589569092,"2003-10-07",6630151,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"78",11.6836042404175,"2003-08-26",6609571,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"79",7.34842920303345,"2003-08-19",6607037,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"80",7.34842920303345,"2003-08-19",6607047,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"81",6.31246948242188,"2003-08-05",6603310,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"82",10.9482221603394,"2003-09-23",6622794,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"83",34.3129653930664,"2003-08-12",6605234,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"84",6.47493362426758,"2003-09-30",6626251,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"85",15.9770889282227,"2003-09-02",6612547,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"86",7.34842920303345,"2003-08-19",6608226,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"87",5.48973226547241,"2003-09-09",6615917,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"88",5.48973226547241,"2003-09-09",6615926,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"89",5.48973226547241,"2003-09-09",6617285,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"90",6.43334197998047,"2003-11-04",6643589,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"91",5.48973226547241,"2003-09-09",6615949,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"92",7.61152601242065,"2003-10-21",6636045,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"93",6.47493362426758,"2003-09-30",6626253,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"94",6.34846878051758,"2003-09-16",6619398,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"95",6.34846878051758,"2003-09-16",6619696,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"96",7.61152601242065,"2003-10-21",6634428,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"97",7.61152601242065,"2003-10-21",6635604,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"98",6.47493362426758,"2003-09-30",6627766,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"99",10.9482221603394,"2003-09-23",6624759,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"100",16.2892589569092,"2003-10-07",6629563,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"101",28.4261894226074,"2003-10-28",6637524,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"102",7.61152601242065,"2003-10-21",6634300,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"103",8.06989860534668,"2003-12-02",6655531,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"104",6.47493362426758,"2003-09-30",6627873,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"105",6.43334197998047,"2003-11-04",6640895,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"106",6.43334197998047,"2003-11-04",6640908,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"107",6.43334197998047,"2003-11-04",6642185,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"108",10.3203430175781,"2003-11-11",6646438,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"109",7.68077993392944,"2003-11-18",6647637,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"110",11.2534713745117,"2003-12-30",6668925,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"111",7.68077993392944,"2003-11-18",6648076,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"112",7.51973438262939,"2004-01-06",6673879,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"113",10.3203430175781,"2003-11-11",6644408,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"114",10.3203430175781,"2003-11-11",6645399,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"115",8.06989860534668,"2003-12-02",6655234,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"116",6.80071401596069,"2004-01-20",6679329,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"117",15.7443599700928,"2003-12-09",6659199,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"118",15.3042488098145,"2003-11-25",6651738,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"119",8.06989860534668,"2003-12-02",6656445,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"120",4.07542276382446,"2004-02-03",6684953,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
