,Unnamed: 0,xi,GrantDate,PatentNo,MatchAsgName,comp,Returns
42,43,60.2563285827637,2004-07-27,6768035,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.058318140235187214
43,44,179.55749511718798,2004-08-10,6774148,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.3270764804611429
44,45,194.561721801758,2004-09-28,6797154,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.017858567464224196
45,46,207.41857910156202,2004-09-21,6793803,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.1543306241634806
46,47,64.5563278198242,2004-09-07,6787577,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.17171078437705709
47,48,65.7828521728516,2004-08-31,6783589,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.19148022056217961
48,49,64.5563278198242,2004-09-07,6787025,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.17171078437705709
49,50,65.7828521728516,2004-08-31,6783660,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.19148022056217961
50,51,65.7828521728516,2004-08-31,6784329,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.19148022056217961
51,52,64.5563278198242,2004-09-07,6787026,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.17171078437705709
52,53,87.6003265380859,2004-10-26,6808620,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.03812632345083199
53,54,87.6003265380859,2004-10-26,6810332,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.03812632345083199
54,55,100.7294921875,2004-11-02,6812370,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.016387409435197682
55,56,208.570022583008,2004-10-19,6806087,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.008619351014103922
56,57,225.689895629883,2004-10-05,6800101,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.33255915461142505
57,58,100.7294921875,2004-11-02,6812371,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.016387409435197682
58,59,50.230930328369105,2004-11-23,6820692,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.14378194868547078
59,60,50.230930328369105,2004-11-23,6821502,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.14378194868547078
60,61,176.51097106933602,2004-11-30,6824574,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.09797991334060607
61,62,50.230930328369105,2004-11-23,6822006,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.14378194868547078
62,63,17.0930595397949,2004-11-23,6823297,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.14378194868547078
63,64,100.546592712402,2004-12-07,6827843,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.33957860572004644
64,65,179.632537841797,2004-12-14,6831202,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.011841566973138384
65,66,81.9728012084961,2005-01-11,6841062,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.16138840812948813
66,67,124.416534423828,2005-01-25,6846402,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.04960903383438886
67,68,81.9728012084961,2005-01-11,6841063,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.16138840812948813
68,69,262.61834716796903,2005-02-01,6849774,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.18918844933863754
69,70,81.9728012084961,2005-01-11,6841711,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.16138840812948813
70,71,124.416534423828,2005-01-25,6846404,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.04960903383438886
71,72,132.127395629883,2005-03-01,6861569,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.16695704500148156
72,73,235.854202270508,2005-01-18,6844477,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.1882859766548114
73,74,118.020156860352,2005-04-19,6881323,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.14554697641105638
74,75,229.9732,2005-04-12,6878854,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.31691868977270454
75,76,118.0202,2005-04-19,6881760,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.14554697641105638
76,77,116.5176,2005-05-10,6890962,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.06555884883144245
77,78,116.5176,2005-05-10,6890423,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.06555884883144245
78,79,247.3943,2005-05-24,6896707,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.25231135649228464
79,80,297.6429,2005-08-30,6937014,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.15440190181817387
80,81,247.6596,2005-07-12,6916768,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.04111666663631411
81,82,286.357,2005-08-02,6924404,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.11640604049396666
82,83,261.2086,2005-08-16,6929789,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.21315990605751914
83,84,264.6566,2005-09-06,6938707,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.3061706713878839
84,85,147.9041,2005-09-27,6949180,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.10708912634101939
85,86,147.9041,2005-09-27,6950371,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.10708912634101939
86,87,252.9945,2005-10-25,6958364,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.11851135564303997
87,88,270.8213,2005-12-27,6979755,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.08158115480487876
88,89,86.03886,2004-04-20,6723756,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.05143085983147963
89,90,190.7427,2004-12-21,6833484,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.08452548629332396
90,91,37.96933,2003-04-29,6555080,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.15712533855629093
91,92,37.96933,2003-04-29,6554994,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.15712533855629093
92,93,61.607690000000005,2003-02-11,6518473,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.1370049694567727
93,94,21.740170000000003,2003-04-01,6540797,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.15423507393528738
94,95,252.3778,2005-03-08,6864398,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.11065718305345563
95,96,132.8455,2003-05-27,6569401,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.20036892220026303
96,97,190.4282,2004-11-09,6815569,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.10604427297110916
97,98,258.085,2005-03-29,6872685,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.13252689765356473
98,99,100.5466,2004-12-07,6828469,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.33957860572004644
99,100,96.85709,2004-09-14,6790433,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.08991465436775861
100,101,63.832640000000005,2003-02-04,6515032,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.12637471906166392
101,102,160.8739,2004-08-17,6776973,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.022011449497062862
102,103,150.077,2003-08-05,6602922,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.05174415637195118
103,104,144.4409,2004-03-23,6709644,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.11550438851302258
104,105,21.740170000000003,2003-04-01,6540906,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.15423507393528738
105,106,132.1274,2005-03-01,6860328,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.16695704500148156
106,107,21.740170000000003,2003-04-01,6540905,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.15423507393528738
107,108,60.256330000000005,2004-07-27,6768037,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.058318140235187214
108,109,96.85709,2004-09-14,6790547,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.08991465436775861
109,110,201.2726,2004-10-12,6803029,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,-0.32471946909985505
110,111,278.659,2005-08-09,6926807,CHEVRON USA INC,CONOCOPHILLIPS COMPANY,0.10542644189375772
111,112,61.6076850891113,2003-02-11,6518321,CHEVRON USA INC,ECOLAB INC,-0.14487797013445558
112,113,127.990936279297,2003-01-07,6503956,CHEVRON USA INC,ECOLAB INC,0.1570546059468486
113,114,63.832637786865206,2003-02-04,6515034,CHEVRON USA INC,ECOLAB INC,0.05146885659426687
114,115,123.135887145996,2003-04-08,6544495,CHEVRON USA INC,ECOLAB INC,-0.016957264865614583
115,116,109.09049987793001,2003-03-11,6531515,CHEVRON USA INC,ECOLAB INC,-0.08103789185931032
116,117,21.740173339843803,2003-04-01,6540903,CHEVRON USA INC,ECOLAB INC,-0.06147569289304271
117,118,21.740173339843803,2003-04-01,6541524,CHEVRON USA INC,ECOLAB INC,-0.06147569289304271
118,119,117.111572265625,2003-04-15,6547958,CHEVRON USA INC,ECOLAB INC,-0.04252679174101569
119,120,37.9693260192871,2003-04-29,6555089,CHEVRON USA INC,ECOLAB INC,-0.13662576761600984
120,121,127.311050415039,2003-05-20,6566411,CHEVRON USA INC,ECOLAB INC,0.03191838986469114
121,122,69.92343139648439,2003-08-12,6605206,CHEVRON USA INC,ECOLAB INC,0.05299306394762788
122,123,140.95263671875,2003-06-17,6579441,CHEVRON USA INC,ECOLAB INC,-0.03222713203339374
123,124,69.92343139648439,2003-08-12,6605267,CHEVRON USA INC,ECOLAB INC,0.05299306394762788
124,125,124.380233764648,2003-09-16,6620401,CHEVRON USA INC,ECOLAB INC,0.0525349131676956
125,126,135.558517456055,2003-10-07,6630066,CHEVRON USA INC,ECOLAB INC,0.17753085101638927
126,127,144.01037597656202,2003-09-09,6616830,CHEVRON USA INC,ECOLAB INC,-0.10142351150994498
127,128,143.161361694336,2003-09-23,6623659,CHEVRON USA INC,ECOLAB INC,-0.0032891980598234866
128,129,135.810134887695,2003-09-30,6626122,CHEVRON USA INC,ECOLAB INC,0.011539584697040736
129,130,45.739566802978494,2003-10-14,6632415,CHEVRON USA INC,ECOLAB INC,0.13200380227645392
130,131,45.739566802978494,2003-10-14,6632416,CHEVRON USA INC,ECOLAB INC,0.13200380227645392
131,132,45.739566802978494,2003-10-14,6632417,CHEVRON USA INC,ECOLAB INC,0.13200380227645392
132,133,142.49397277832,2003-10-21,6635681,CHEVRON USA INC,ECOLAB INC,-0.2542299600091855
133,134,158.170547485352,2003-12-02,6656342,CHEVRON USA INC,ECOLAB INC,0.3096585302998913
134,135,78.7210311889648,2004-01-13,6676923,CHEVRON USA INC,ECOLAB INC,-0.08465579152178537
135,136,78.7210311889648,2004-01-13,6676732,CHEVRON USA INC,ECOLAB INC,-0.08465579152178537
136,137,156.322204589844,2003-12-23,6667347,CHEVRON USA INC,ECOLAB INC,0.08767551872410914
137,138,165.789962768555,2004-03-02,6700027,CHEVRON USA INC,ECOLAB INC,0.09616041259012831
138,139,177.34826660156202,2004-01-27,6682711,CHEVRON USA INC,ECOLAB INC,-0.08120549144740143
139,140,56.3119087219238,2004-03-09,6703353,CHEVRON USA INC,ECOLAB INC,0.13315043917108707
140,141,160.715866088867,2004-02-03,6686511,CHEVRON USA INC,ECOLAB INC,0.18244431299769168
141,142,171.412414550781,2004-03-16,6706936,CHEVRON USA INC,ECOLAB INC,-0.1680393649060342
142,143,165.029373168945,2004-02-17,6693138,CHEVRON USA INC,ECOLAB INC,-0.11298801937589603
143,144,56.3119087219238,2004-03-09,6703535,CHEVRON USA INC,ECOLAB INC,0.13315043917108707
144,145,56.3119087219238,2004-03-09,6702935,CHEVRON USA INC,ECOLAB INC,0.13315043917108707
145,146,86.0388565063477,2004-04-20,6723889,CHEVRON USA INC,ECOLAB INC,0.024042754220601523
146,147,185.705352783203,2004-04-13,6720359,CHEVRON USA INC,ECOLAB INC,-0.024253110626112795
147,148,181.07600402832,2004-05-04,6730236,CHEVRON USA INC,ECOLAB INC,0.028041287697433876
148,149,90.88320922851558,2004-05-11,6733742,CHEVRON USA INC,ECOLAB INC,-0.1772788391748128
149,150,90.88320922851558,2004-05-11,6734329,CHEVRON USA INC,ECOLAB INC,-0.1772788391748128
150,151,89.1232376098633,2004-06-01,6743290,CHEVRON USA INC,ECOLAB INC,0.030380355918976462
151,152,89.1232376098633,2004-06-01,6743962,CHEVRON USA INC,ECOLAB INC,0.030380355918976462
152,153,60.2563285827637,2004-07-27,6767372,CHEVRON USA INC,ECOLAB INC,-0.20471279092446465
153,154,60.2563285827637,2004-07-27,6768035,CHEVRON USA INC,ECOLAB INC,-0.20471279092446465
154,155,179.55749511718798,2004-08-10,6774148,CHEVRON USA INC,ECOLAB INC,-0.21407421055460563
155,156,194.561721801758,2004-09-28,6797154,CHEVRON USA INC,ECOLAB INC,-0.006374140030738853
156,157,207.41857910156202,2004-09-21,6793803,CHEVRON USA INC,ECOLAB INC,0.05625605933971574
157,158,64.5563278198242,2004-09-07,6787577,CHEVRON USA INC,ECOLAB INC,0.14970519545541572
158,159,65.7828521728516,2004-08-31,6783589,CHEVRON USA INC,ECOLAB INC,-0.04432609494471721
159,160,64.5563278198242,2004-09-07,6787025,CHEVRON USA INC,ECOLAB INC,0.14970519545541572
160,161,65.7828521728516,2004-08-31,6783660,CHEVRON USA INC,ECOLAB INC,-0.04432609494471721
161,162,65.7828521728516,2004-08-31,6784329,CHEVRON USA INC,ECOLAB INC,-0.04432609494471721
162,163,64.5563278198242,2004-09-07,6787026,CHEVRON USA INC,ECOLAB INC,0.14970519545541572
163,164,87.6003265380859,2004-10-26,6808620,CHEVRON USA INC,ECOLAB INC,0.09921772506130463
164,165,87.6003265380859,2004-10-26,6810332,CHEVRON USA INC,ECOLAB INC,0.09921772506130463
165,166,100.7294921875,2004-11-02,6812370,CHEVRON USA INC,ECOLAB INC,0.07445098985338305
166,167,208.570022583008,2004-10-19,6806087,CHEVRON USA INC,ECOLAB INC,0.012520588272219768
167,168,225.689895629883,2004-10-05,6800101,CHEVRON USA INC,ECOLAB INC,0.20959591173751635
168,169,100.7294921875,2004-11-02,6812371,CHEVRON USA INC,ECOLAB INC,0.07445098985338305
169,170,50.230930328369105,2004-11-23,6820692,CHEVRON USA INC,ECOLAB INC,-0.011656024493599445
170,171,50.230930328369105,2004-11-23,6821502,CHEVRON USA INC,ECOLAB INC,-0.011656024493599445
171,172,176.51097106933602,2004-11-30,6824574,CHEVRON USA INC,ECOLAB INC,0.023032216896231816
172,173,50.230930328369105,2004-11-23,6822006,CHEVRON USA INC,ECOLAB INC,-0.011656024493599445
173,174,17.0930595397949,2004-11-23,6823297,CHEVRON USA INC,ECOLAB INC,-0.011656024493599445
174,175,100.546592712402,2004-12-07,6827843,CHEVRON USA INC,ECOLAB INC,-0.07882732661222328
175,176,179.632537841797,2004-12-14,6831202,CHEVRON USA INC,ECOLAB INC,-0.019962018727615504
176,177,81.9728012084961,2005-01-11,6841062,CHEVRON USA INC,ECOLAB INC,-0.029415305982682726
177,178,124.416534423828,2005-01-25,6846402,CHEVRON USA INC,ECOLAB INC,-0.13815523809763178
178,179,81.9728012084961,2005-01-11,6841063,CHEVRON USA INC,ECOLAB INC,-0.029415305982682726
179,180,262.61834716796903,2005-02-01,6849774,CHEVRON USA INC,ECOLAB INC,-0.00727782532174499
180,181,81.9728012084961,2005-01-11,6841711,CHEVRON USA INC,ECOLAB INC,-0.029415305982682726
181,182,124.416534423828,2005-01-25,6846404,CHEVRON USA INC,ECOLAB INC,-0.13815523809763178
182,183,132.127395629883,2005-03-01,6861569,CHEVRON USA INC,ECOLAB INC,0.07823372073979376
183,184,235.854202270508,2005-01-18,6844477,CHEVRON USA INC,ECOLAB INC,0.009916692730839088
184,185,118.020156860352,2005-04-19,6881323,CHEVRON USA INC,ECOLAB INC,-0.2534165956494885
185,186,229.9732,2005-04-12,6878854,CHEVRON USA INC,ECOLAB INC,0.09384272197923939
186,187,118.0202,2005-04-19,6881760,CHEVRON USA INC,ECOLAB INC,-0.2534165956494885
187,188,116.5176,2005-05-10,6890962,CHEVRON USA INC,ECOLAB INC,-0.13229476688473057
188,189,116.5176,2005-05-10,6890423,CHEVRON USA INC,ECOLAB INC,-0.13229476688473057
189,190,247.3943,2005-05-24,6896707,CHEVRON USA INC,ECOLAB INC,-0.044836534221088645
190,191,297.6429,2005-08-30,6937014,CHEVRON USA INC,ECOLAB INC,0.11643537556776691
191,192,247.6596,2005-07-12,6916768,CHEVRON USA INC,ECOLAB INC,0.07536845339296695
192,193,286.357,2005-08-02,6924404,CHEVRON USA INC,ECOLAB INC,-0.017857144578328113
193,194,261.2086,2005-08-16,6929789,CHEVRON USA INC,ECOLAB INC,-0.18473415369775545
194,195,264.6566,2005-09-06,6938707,CHEVRON USA INC,ECOLAB INC,0.24026118409180788
195,196,147.9041,2005-09-27,6949180,CHEVRON USA INC,ECOLAB INC,0.08950581322832167
196,197,147.9041,2005-09-27,6950371,CHEVRON USA INC,ECOLAB INC,0.08950581322832167
197,198,252.9945,2005-10-25,6958364,CHEVRON USA INC,ECOLAB INC,0.031406641649851616
198,199,270.8213,2005-12-27,6979755,CHEVRON USA INC,ECOLAB INC,0.1326537741611465
199,200,86.03886,2004-04-20,6723756,CHEVRON USA INC,ECOLAB INC,0.024042754220601523
200,201,190.7427,2004-12-21,6833484,CHEVRON USA INC,ECOLAB INC,-0.04537987170858415
201,202,37.96933,2003-04-29,6555080,CHEVRON USA INC,ECOLAB INC,-0.13662576761600984
202,203,37.96933,2003-04-29,6554994,CHEVRON USA INC,ECOLAB INC,-0.13662576761600984
203,204,61.607690000000005,2003-02-11,6518473,CHEVRON USA INC,ECOLAB INC,-0.14487797013445558
204,205,21.740170000000003,2003-04-01,6540797,CHEVRON USA INC,ECOLAB INC,-0.06147569289304271
205,206,252.3778,2005-03-08,6864398,CHEVRON USA INC,ECOLAB INC,0.16434962968154024
206,207,132.8455,2003-05-27,6569401,CHEVRON USA INC,ECOLAB INC,0.24913845904008267
207,208,190.4282,2004-11-09,6815569,CHEVRON USA INC,ECOLAB INC,0.17086887496854114
208,209,258.085,2005-03-29,6872685,CHEVRON USA INC,ECOLAB INC,0.07003818216262957
209,210,100.5466,2004-12-07,6828469,CHEVRON USA INC,ECOLAB INC,-0.07882732661222328
210,211,96.85709,2004-09-14,6790433,CHEVRON USA INC,ECOLAB INC,0.054844718172919256
211,212,63.832640000000005,2003-02-04,6515032,CHEVRON USA INC,ECOLAB INC,0.05146885659426687
212,213,160.8739,2004-08-17,6776973,CHEVRON USA INC,ECOLAB INC,-0.03450945236333659
213,214,150.077,2003-08-05,6602922,CHEVRON USA INC,ECOLAB INC,0.12229408703391917
214,215,144.4409,2004-03-23,6709644,CHEVRON USA INC,ECOLAB INC,-0.18012555485633608
215,216,21.740170000000003,2003-04-01,6540906,CHEVRON USA INC,ECOLAB INC,-0.06147569289304271
216,217,132.1274,2005-03-01,6860328,CHEVRON USA INC,ECOLAB INC,0.07823372073979376
217,218,21.740170000000003,2003-04-01,6540905,CHEVRON USA INC,ECOLAB INC,-0.06147569289304271
218,219,60.256330000000005,2004-07-27,6768037,CHEVRON USA INC,ECOLAB INC,-0.20471279092446465
219,220,96.85709,2004-09-14,6790547,CHEVRON USA INC,ECOLAB INC,0.054844718172919256
220,221,201.2726,2004-10-12,6803029,CHEVRON USA INC,ECOLAB INC,-0.09306079235694555
221,222,278.659,2005-08-09,6926807,CHEVRON USA INC,ECOLAB INC,-0.10814902902501185
222,223,61.6076850891113,2003-02-11,6518321,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,-0.17215808751829062
223,224,127.990936279297,2003-01-07,6503956,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,0.11422187265350146
224,225,63.832637786865206,2003-02-04,6515034,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,0.01977285110862803
225,226,123.135887145996,2003-04-08,6544495,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,-0.18963000636334418
226,227,109.09049987793001,2003-03-11,6531515,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,-0.10804258985491341
227,228,21.740173339843803,2003-04-01,6540903,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,-0.07686041294503893
228,229,21.740173339843803,2003-04-01,6541524,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,-0.07686041294503893
229,230,117.111572265625,2003-04-15,6547958,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,0.05030069362016546
230,231,37.9693260192871,2003-04-29,6555089,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,-0.01969638933326117
231,232,127.311050415039,2003-05-20,6566411,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,0.06429162021491226
232,233,69.92343139648439,2003-08-12,6605206,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,0.13732735482539177
233,234,140.95263671875,2003-06-17,6579441,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,-0.11178525256318586
234,235,69.92343139648439,2003-08-12,6605267,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,0.13732735482539177
235,236,124.380233764648,2003-09-16,6620401,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,-0.13402156279144434
236,237,135.558517456055,2003-10-07,6630066,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,0.10075098053907963
237,238,144.01037597656202,2003-09-09,6616830,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,-0.021047552949024564
238,239,143.161361694336,2003-09-23,6623659,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,0.0033769841131809416
239,240,135.810134887695,2003-09-30,6626122,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,0.036640045553589795
240,241,45.739566802978494,2003-10-14,6632415,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,0.059813938002512654
241,242,45.739566802978494,2003-10-14,6632416,CHEVRON USA INC,EXXONMOBIL RESEARCH AND ENGINEERING COMPANY,0.059813938002512654
